Date,Open,High,Low,Close,Adj Close,Volume
2023-09-17,1.000278,1.000938,1.000112,1.000292,1.000292,12731066338
2023-09-18,1.000254,1.000886,0.999912,1.000238,1.000238,23169510106
2023-09-19,1.000140,1.000894,0.999989,1.000263,1.000263,19869924197
2023-09-20,1.000207,1.000653,0.999904,1.000207,1.000207,20831080166
2023-09-21,1.000186,1.000638,0.999699,0.999986,0.999986,65289803093
2023-09-22,0.999919,1.000553,0.999663,1.000009,1.000009,16422421266
2023-09-23,1.000016,1.000453,0.999875,1.000067,1.000067,12105054638
2023-09-24,1.000065,1.000676,0.999886,1.000135,1.000135,13177215723
2023-09-25,1.000132,1.000601,0.999495,0.999785,0.999785,18410794811
2023-09-26,0.999719,1.000562,0.999472,0.999606,0.999606,17449026978
2023-09-27,0.999555,0.999996,0.999090,0.999386,0.999386,21012429240
2023-09-28,0.999456,1.000821,0.998988,1.000017,1.000017,23496469874
2023-09-29,1.000062,1.000845,0.999691,1.000042,1.000042,33744855887
2023-09-30,1.000067,1.000596,0.999803,1.000210,1.000210,28335840810
2023-10-01,1.000193,1.000616,0.999770,0.999894,0.999894,26887832164
2023-10-02,1.000027,1.001006,0.999802,1.000333,1.000333,33775951107
2023-10-03,1.000263,1.000509,0.999742,1.000092,1.000092,28992376862
2023-10-04,1.000022,1.000561,0.999771,1.000437,1.000437,21138935230
2023-10-05,1.000287,1.000646,0.999906,1.000089,1.000089,18816329985
2023-10-06,1.000037,1.000638,0.999885,1.000436,1.000436,19152176768
2023-10-07,1.000439,1.000776,1.000272,1.000550,1.000550,11006329208
2023-10-08,1.000588,1.000800,1.000271,1.000460,1.000460,12488411034
2023-10-09,1.000456,1.001182,0.999878,1.000081,1.000081,20684218429
2023-10-10,1.000196,1.000824,0.999859,1.000088,1.000088,17384784047
2023-10-11,1.000065,1.000661,0.999569,0.999752,0.999752,19945698427
2023-10-12,0.999749,1.000567,0.999478,0.999708,0.999708,16234691731
2023-10-13,0.999646,1.000466,0.999381,0.999960,0.999960,21158055012
2023-10-14,0.999888,1.000621,0.999793,1.000106,1.000106,9989859215
2023-10-15,1.000025,1.000548,0.999836,1.000373,1.000373,12496424347
2023-10-16,1.000379,1.000932,0.999911,1.000548,1.000548,47707269941
2023-10-17,1.000580,1.000840,1.000156,1.000404,1.000404,38333912794
2023-10-18,1.000419,1.000792,1.000107,1.000227,1.000227,32819081997
2023-10-19,1.000405,1.001075,1.000070,1.000463,1.000463,33070893762
2023-10-20,1.000442,1.001096,1.000091,1.000531,1.000531,40795586179
2023-10-21,1.000492,1.000676,1.000103,1.000356,1.000356,31214248865
2023-10-22,1.000333,1.000692,0.999967,1.000246,1.000246,33182189773
2023-10-23,1.000555,1.001014,0.999822,1.000400,1.000400,50238491833
2023-10-24,1.000363,1.000568,0.999573,1.000015,1.000015,60389981030
2023-10-25,0.999966,1.000772,0.999739,1.000415,1.000415,37032981246
2023-10-26,1.000403,1.000654,0.999781,1.000193,1.000193,34400726384
2023-10-27,1.000162,1.000800,0.999922,1.000257,1.000257,26940157935
2023-10-28,1.000317,1.000748,0.999542,1.000253,1.000253,17102158535
2023-10-29,1.000235,1.000727,0.999972,1.000387,1.000387,17945833722
2023-10-30,1.000234,1.000873,0.999899,1.000572,1.000572,28763511481
2023-10-31,1.000593,1.000901,1.000037,1.000315,1.000315,29335341382
2023-11-01,1.000428,1.000860,0.999784,1.000611,1.000611,39913237495
2023-11-02,1.000559,1.001160,1.000004,1.000213,1.000213,37061602828
2023-11-03,1.000266,1.001012,0.999968,1.000650,1.000650,30750864935
2023-11-04,1.000613,1.001269,1.000326,1.000781,1.000781,20039891292
2023-11-05,1.000850,1.001541,1.000461,1.000724,1.000724,27539467535
2023-11-06,1.000678,1.001209,1.000117,1.000317,1.000317,28998480107
2023-11-07,1.000305,1.001108,1.000036,1.000569,1.000569,37131401565
2023-11-08,1.000499,1.000966,0.999910,1.000355,1.000355,31439123893
2023-11-09,1.000386,1.000817,0.999578,1.000093,1.000093,71681797266
2023-11-10,1.000173,1.000721,0.999743,0.999998,0.999998,50393389957
2023-11-11,1.000256,1.000817,0.999716,0.999833,0.999833,40492882175
2023-11-12,0.999935,1.000777,0.999662,1.000143,1.000143,34090921591
2023-11-13,1.000253,1.001231,0.999876,1.000374,1.000374,47623447835
2023-11-14,1.000664,1.000804,0.999598,1.000259,1.000259,47902433059
2023-11-15,1.000250,1.000932,1.000022,1.000770,1.000770,49894898098
2023-11-16,1.000606,1.000793,0.999753,1.000039,1.000039,52458412049
2023-11-17,1.000182,1.000617,0.999865,1.000578,1.000578,45809290050
2023-11-18,1.000437,1.000837,1.000161,1.000598,1.000598,30549410765
2023-11-19,1.000598,1.000811,1.000191,1.000454,1.000454,28609109544
2023-11-20,1.000492,1.001007,1.000034,1.000597,1.000597,40570824216
2023-11-21,1.000518,1.000865,0.999792,1.000389,1.000389,48932459629
2023-11-22,1.000374,1.000684,0.999857,1.000338,1.000338,43622993259
2023-11-23,1.000361,1.000477,0.999917,1.000142,1.000142,28640324596
2023-11-24,1.000149,1.000858,0.999923,1.000353,1.000353,40071555958
2023-11-25,1.000264,1.000817,0.999926,1.000479,1.000479,23045093192
2023-11-26,1.000486,1.000609,0.999623,1.000211,1.000211,30299804822
2023-11-27,1.000214,1.000661,0.999835,0.999980,0.999980,38568585545
2023-11-28,1.000112,1.000668,0.999888,1.000377,1.000377,37720536626
2023-11-29,1.000326,1.000817,0.999889,1.000220,1.000220,35115076722
2023-11-30,1.000236,1.000390,0.999863,1.000156,1.000156,29247809691
2023-12-01,1.000196,1.000630,0.999831,1.000185,1.000185,36738335582
2023-12-02,1.000199,1.000561,0.999693,1.000364,1.000364,31086578261
2023-12-03,1.000444,1.000562,0.999321,1.000309,1.000309,32506614462
2023-12-04,1.000307,1.001027,0.999090,0.999913,0.999913,74534917166
2023-12-05,0.999974,1.000749,0.999307,1.000546,1.000546,59504264657
2023-12-06,1.000220,1.000856,0.999839,1.000032,1.000032,57074332907
2023-12-07,1.000011,1.001062,0.999906,1.000317,1.000317,52213979484
2023-12-08,1.000372,1.000662,0.999953,1.000124,1.000124,48979635040
2023-12-09,1.000131,1.000940,1.000049,1.000517,1.000517,45714652119
2023-12-10,1.000354,1.000709,0.999888,1.000044,1.000044,32521476893
2023-12-11,1.000072,1.000773,0.998850,0.999547,0.999547,73473005079
2023-12-12,0.999582,1.000987,0.999030,0.999786,0.999786,50960203250
2023-12-13,0.999721,1.000719,0.999246,1.000191,1.000191,52038965688
2023-12-14,1.000275,1.000986,0.999786,1.000155,1.000155,50697278985
2023-12-15,1.000228,1.001034,0.999585,1.000150,1.000150,45289072124
2023-12-16,1.000081,1.000576,0.999110,0.999182,0.999182,34866731284
2023-12-17,0.999062,1.000443,0.998572,0.999877,0.999877,34792857542
2023-12-18,0.999353,1.000306,0.998852,0.999758,0.999758,47767663338
2023-12-19,0.999771,1.000601,0.999282,0.999890,0.999890,44657013334
2023-12-20,0.999699,1.001117,0.999492,1.000026,1.000026,50936892565
2023-12-21,0.999950,1.000873,0.999715,1.000146,1.000146,48533420642
2023-12-22,1.000178,1.001344,0.999917,1.000943,1.000943,52902171478
2023-12-23,1.000980,1.001313,1.000215,1.000741,1.000741,36651294683
2023-12-24,1.000528,1.001279,1.000224,1.000880,1.000880,49444358257
2023-12-25,1.000781,1.001223,0.999815,1.000562,1.000562,61756563211
2023-12-26,1.000490,1.000967,0.999325,1.000234,1.000234,63483140133
2023-12-27,1.000231,1.001116,0.999848,1.000695,1.000695,56078039633
2023-12-28,1.000856,1.001462,1.000029,1.001186,1.001186,59086706628
2023-12-29,1.001083,1.001484,0.999801,1.000449,1.000449,52443392742
2023-12-30,1.000510,1.000995,0.999754,1.000381,1.000381,31559955137
2023-12-31,1.000204,1.001257,0.999343,0.999730,0.999730,33159237822
2024-01-01,0.999881,1.000709,0.999574,1.000368,1.000368,35556530943
2024-01-02,1.000273,1.001395,1.000096,1.000507,1.000507,59445456300
2024-01-03,1.000434,1.003630,1.000166,1.000657,1.000657,87663506544
2024-01-04,1.000399,1.001759,1.000354,1.001032,1.001032,54080510298
2024-01-05,1.000933,1.001573,1.000410,1.000877,1.000877,53743098427
2024-01-06,1.000853,1.001393,1.000296,1.000592,1.000592,32532178110
2024-01-07,1.000503,1.001211,1.000161,1.000607,1.000607,32666859534
2024-01-08,1.000714,1.001379,1.000161,1.000599,1.000599,61906019146
2024-01-09,1.000843,1.000980,0.999423,1.000166,1.000166,61396977432
2024-01-10,1.000235,1.001078,0.999732,1.000224,1.000224,80427898461
2024-01-11,1.000289,1.001114,0.999108,1.000247,1.000247,78116360556
2024-01-12,1.000290,1.000445,0.998760,0.999909,0.999909,71993899911
2024-01-13,1.000092,1.000281,0.999599,0.999976,0.999976,38741665180
2024-01-14,0.999942,1.000423,0.999283,0.999490,0.999490,35054633394
2024-01-15,0.999492,1.000350,0.999076,0.999723,0.999723,41325317168
2024-01-16,0.999443,1.000432,0.998689,0.999869,0.999869,43063894677
2024-01-17,0.999809,1.000411,0.998853,0.999188,0.999188,39917312476
2024-01-18,0.999204,0.999785,0.998033,0.999205,0.999205,46185843187
2024-01-19,0.999408,1.000000,0.998467,0.999186,0.999186,46650934337
2024-01-20,0.999158,1.000924,0.998982,0.999311,0.999311,25670327311
2024-01-21,0.999376,1.000379,0.999156,0.999439,0.999439,21953622854
2024-01-22,0.999453,1.000453,0.998615,0.998853,0.998853,49537774963
2024-01-23,0.998804,1.000315,0.998475,0.999247,0.999247,52394904183
2024-01-24,0.999331,1.000440,0.998877,0.999737,0.999737,38440622439
2024-01-25,0.999661,1.000521,0.999197,0.999717,0.999717,33716145309
2024-01-26,0.999573,1.000341,0.999188,0.999986,0.999986,42091434921
2024-01-27,0.999871,1.000368,0.999697,1.000047,1.000047,23232564659
2024-01-28,1.000119,1.000249,0.999498,1.000001,1.000001,29379055847
2024-01-29,0.999994,1.000586,0.999621,1.000125,1.000125,35674653681
2024-01-30,1.000114,1.000323,0.999597,1.000028,1.000028,41189878063
2024-01-31,1.000075,1.000358,0.999111,1.000028,1.000028,41189878063
2024-02-01,1.000075,1.000358,0.998907,0.999933,0.999933,37397906057
2024-02-02,0.999846,1.000316,0.999209,0.999714,0.999714,32455547367
2024-02-03,0.999715,1.000014,0.999356,0.999810,0.999810,19986631753
2024-02-04,0.999824,1.000153,0.999424,0.999720,0.999720,22080787677
2024-02-05,0.999737,0.999985,0.998592,0.998795,0.998795,30574227480
2024-02-06,0.998800,1.000043,0.998562,0.999982,0.999982,31068605844
2024-02-07,0.999911,1.000152,0.999107,0.999824,0.999824,36206749333
2024-02-08,0.999677,1.000370,0.999105,1.000195,1.000195,41495353803
2024-02-09,1.000119,1.000856,0.999291,1.000490,1.000490,55541686302
2024-02-10,1.000517,1.000906,1.000141,1.000318,1.000318,28746535798
2024-02-11,1.000322,1.000882,0.999942,1.000279,1.000279,31433121648
2024-02-12,1.000270,1.001093,0.999834,1.000279,1.000279,50194735130
2024-02-13,1.000336,1.001108,0.999800,1.000592,1.000592,57692446059
2024-02-14,1.000581,1.001303,0.999973,1.000932,1.000932,64385254811
2024-02-15,1.000898,1.001180,0.999406,1.000944,1.000944,69469934488
2024-02-16,1.000988,1.001222,0.999776,1.000652,1.000652,53607476361
2024-02-17,1.000693,1.000876,0.999734,1.000359,1.000359,45457904701
2024-02-18,1.000335,1.000516,0.999747,1.000237,1.000237,49507723529
2024-02-19,1.000206,1.000356,0.999385,1.000102,1.000102,49248059896
2024-02-20,0.999997,1.000316,0.999194,1.000170,1.000170,66817806001
2024-02-21,1.000169,1.000326,0.999302,1.000014,1.000014,59273333052
2024-02-22,1.000119,1.000222,0.999060,0.999360,0.999360,55760174038
2024-02-23,0.999589,1.000113,0.999262,0.999898,0.999898,49400677249
2024-02-24,0.999891,1.000311,0.999427,1.000060,1.000060,33883854964
2024-02-25,0.999939,1.000526,0.999518,0.999904,0.999904,36679935803
2024-02-26,1.000014,1.000996,0.999537,1.000718,1.000718,62980327478
2024-02-27,1.000730,1.001197,0.999352,1.000354,1.000354,81780866102
2024-02-28,1.000489,1.001576,0.999024,1.001061,1.001061,128007189181
2024-02-29,null,null,null,null,null,null
2024-03-01,1.000388,1.000566,0.999885,1.000084,1.000084,103598383104
